source_index,Original_Message,original_dataset_label,ve_nve_classification,ve_subtype_classification,target_demographics,evidence_spans,explanation
364,the more i explore the world the more i realize that some races are just inferior namely the chinese,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
365,being asian in the us is equal to being a dirty cockroach,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
366,would you like to be called a shadow of course not because you are of a superior race,EXTREMIST,NVE,,['Unclear'],['superior race'],The post expresses supremacist ideology by implying superiority of a certain race but does not explicitly endorse or incite violence.
367,i endorse the genocide of muslims,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
368,i encourage the murder of hindus,EXTREMIST,VE,ideological,['Hindus'],['i encourage the murder of hindus'],"The post explicitly endorses and encourages murder targeting Hindus, which constitutes violent extremist content of an ideological nature."
369,this country has no space for pakis like you they should all die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
370,chillin with my good friend or whats left of him british rapper turned isis jihad poses with severed head scot,EXTREMIST,VE,religious,"['British rapper', 'ISIS jihad']","['isis jihad poses with severed head', 'british rapper turned isis jihad']","The post explicitly references ISIS, a terrorist group, and depicts a severed head, which implies endorsement or celebration of violent terrorism, fitting the VE religious subtype."
371,quite sure your mama did too your dad should have gone fishing the day he knocked up your mom cannot stand you and i do not even know you kids have died and all you have are these ridiculous comments go fix yourself a nice plate of neck bones and rice all i want is one little bone to get caught in that cesspool smelling throat of yours and kill you over you know what you probably banged a black chick and she told you that you did not measure up and laughed you right out of the bed is that your problem,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
372,attack any allah worshipers that you see,EXTREMIST,VE,religious,"['Allah worshipers', 'Muslims']",['attack any allah worshipers'],"The post explicitly commands physical attack against a religious group, which qualifies as violent extremist content with a religious subtype."
373,you are certainly what lenin called a useful idiot if you like islam so much go where it is practiced just the where are you you like it get to beat your wife and will kill your kids for whatever reason turns you on lie to anyone about anything just because it furthers the because of islam and others around you actually believe your lies,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
374,reason i did not order a shirt taffy will know where i live and he would probably find me and stab me,EXTREMIST,VE,ideological,['Unclear'],['he would probably find me and stab me'],"The post contains a direct threat of physical violence (stabbing), which qualifies as violent extremist content. The target is not clearly identified."
375,of course i invited you over to hang out stupid bitches women suck,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
376,does he realize he is cheering for the racial replacement and genocide of the french people how many of those players were french stoptheinvasion stopthegreatreplacement stopwhitegenocide,EXTREMIST,NVE,,"['French people', 'white people']","['racial replacement', 'genocide of the french people', 'stoptheinvasion', 'stopthegreatreplacement', 'stopwhitegenocide']",The post expresses hateful and exclusionary views about racial replacement and genocide targeting French and white people but does not explicitly endorse or incite physical violence.
377,too many immigrants unlicensed to kill illegal aliens illegal immigration transportation buildthatwall,EXTREMIST,NVE,,"['immigrants', 'illegal aliens']","['too many immigrants', 'illegal aliens', 'buildthatwall']",The post expresses hateful and exclusionary views against immigrants and illegal aliens but does not explicitly endorse or incite physical violence.
378,can whatever bomb the selfie monkey out of my timeline,EXTREMIST,VE,political,['selfie monkey'],['bomb the selfie monkey out of my timeline'],"The post explicitly endorses violence by using the phrase 'bomb the selfie monkey out of my timeline,' which is a call for physical attack or harm, classifying it as violent extremist content with a political undertone."
